,hospital_id,row_id,line_type,description,rev_code,local code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_unit_of_measurement,drug_type_of_measurement,billing_class,setting,payer_category,payer_name,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
2787,Legacy Good Samaritan Medical Center,2788,CDM,HC B TYPE NATRIURETIC PEPTIDE,301,4200218,,,,,83880,,,,,,,,,,facility,both,cash,,,388.7,,Capitation,,
2788,Legacy Good Samaritan Medical Center,2789,CDM,HC ADRENOCORTICOTROPHIC HORMONE,301,4200259,,,,,82024,,,,,,,,,,facility,both,gross,,,630,,Capitation,,
2789,Legacy Good Samaritan Medical Center,2790,CDM,HC ADRENOCORTICOTROPHIC HORMONE,301,4200259,,,,,82024,,,,,,,,,,facility,both,cash,,,409.5,,Capitation,,
2790,Legacy Good Samaritan Medical Center,2791,CDM,HC NMDP WEST NILE VIRUS,302,4200267,,,,,86789,,,,,,,,,,facility,both,gross,,,22,,Capitation,,
2791,Legacy Good Samaritan Medical Center,2792,CDM,HC NMDP WEST NILE VIRUS,302,4200267,,,,,86789,,,,,,,,,,facility,both,cash,,,14.3,,Capitation,,
2792,Legacy Good Samaritan Medical Center,2793,CDM,HC NMDP TRYPANOSOMA CRUZI,302,4200275,,,,,86753,,,,,,,,,,facility,both,gross,,,21,,Capitation,,
2793,Legacy Good Samaritan Medical Center,2794,CDM,HC NMDP TRYPANOSOMA CRUZI,302,4200275,,,,,86753,,,,,,,,,,facility,both,cash,,,13.65,,Capitation,,
2794,Legacy Good Samaritan Medical Center,2795,CDM,HC ALDOSTERONE,301,4200309,,,,,82088,,,,,,,,,,facility,both,gross,,,595,,Capitation,,
2795,Legacy Good Samaritan Medical Center,2796,CDM,HC ALDOSTERONE,301,4200309,,,,,82088,,,,,,,,,,facility,both,cash,,,386.75,,Capitation,,
2796,Legacy Good Samaritan Medical Center,2797,CDM,HC 5HIAA  HYDOXYINDOLEACETIC  UR,301,4200440,,,,,83497,,,,,,,,,,facility,both,gross,,,262,,Capitation,,
2797,Legacy Good Samaritan Medical Center,2798,CDM,HC 5HIAA  HYDOXYINDOLEACETIC  UR,301,4200440,,,,,83497,,,,,,,,,,facility,both,cash,,,170.3,,Capitation,,
2798,Legacy Good Samaritan Medical Center,2799,CDM,HC AMINO ACID SCREEN-QUAL URINE,301,4200457,,,,,82128,,,,,,,,,,facility,both,gross,,,276,,Capitation,,
2799,Legacy Good Samaritan Medical Center,2800,CDM,HC AMINO ACID SCREEN-QUAL URINE,301,4200457,,,,,82128,,,,,,,,,,facility,both,cash,,,179.4,,Capitation,,
2800,Legacy Good Samaritan Medical Center,2801,CDM,HC TOPIRAMATE,301,4200465,,,,,80201,,,,,,,,,,facility,both,gross,,,452,,Capitation,,
2801,Legacy Good Samaritan Medical Center,2802,CDM,HC TOPIRAMATE,301,4200465,,,,,80201,,,,,,,,,,facility,both,cash,,,293.8,,Capitation,,
2802,Legacy Good Samaritan Medical Center,2803,CDM,HC CYTOMEGALOVIRUS ANTIBODY SCREEN,302,4200473,,,,,86644,,,,,,,,,,facility,both,gross,,,221,,Capitation,,
2803,Legacy Good Samaritan Medical Center,2804,CDM,HC CYTOMEGALOVIRUS ANTIBODY SCREEN,302,4200473,,,,,86644,,,,,,,,,,facility,both,cash,,,143.65,,Capitation,,
2804,Legacy Good Samaritan Medical Center,2805,CDM,HC MUMPS IGM,302,4200481,,,,,86735,,,,,,,,,,facility,both,gross,,,226,,Capitation,,
2805,Legacy Good Samaritan Medical Center,2806,CDM,HC MUMPS IGM,302,4200481,,,,,86735,,,,,,,,,,facility,both,cash,,,146.9,,Capitation,,
2806,Legacy Good Samaritan Medical Center,2807,CDM,HC HIV-1 DNA PCR QUALIT,306,4200499,,,,,87535,,,,,,,,,,facility,both,gross,,,"1,156",,Capitation,,
2807,Legacy Good Samaritan Medical Center,2808,CDM,HC HIV-1 DNA PCR QUALIT,306,4200499,,,,,87535,,,,,,,,,,facility,both,cash,,,751.4,,Capitation,,
2808,Legacy Good Samaritan Medical Center,2809,CDM,HC ANGIOTENSIN CONVERTING ENZYME,301,4200606,,,,,82164,,,,,,,,,,facility,both,gross,,,212,,Capitation,,
2809,Legacy Good Samaritan Medical Center,2810,CDM,HC ANGIOTENSIN CONVERTING ENZYME,301,4200606,,,,,82164,,,,,,,,,,facility,both,cash,,,137.8,,Capitation,,
2810,Legacy Good Samaritan Medical Center,2811,CDM,HC ANTI-MITOCHONDRIAL ANTIBODY,302,4200655,,,,,86381,,,,,,,,,,facility,both,gross,,,178,,Capitation,,
2811,Legacy Good Samaritan Medical Center,2812,CDM,HC ANTI-MITOCHONDRIAL ANTIBODY,302,4200655,,,,,86381,,,,,,,,,,facility,both,cash,,,115.7,,Capitation,,
2812,Legacy Good Samaritan Medical Center,2813,CDM,HC ANTI-SSDNA ANTIBODY,302,4200663,,,,,86226,,,,,,,,,,facility,both,gross,,,424,,Capitation,,
2813,Legacy Good Samaritan Medical Center,2814,CDM,HC ANTI-SSDNA ANTIBODY,302,4200663,,,,,86226,,,,,,,,,,facility,both,cash,,,275.6,,Capitation,,
2814,Legacy Good Samaritan Medical Center,2815,CDM,HC ANTI-STREPTOLYSIN O AB  ASO,302,4200713,,,,,86060,,,,,,,,,,facility,both,gross,,,125,,Capitation,,
2815,Legacy Good Samaritan Medical Center,2816,CDM,HC ANTI-STREPTOLYSIN O AB  ASO,302,4200713,,,,,86060,,,,,,,,,,facility,both,cash,,,81.25,,Capitation,,
2816,Legacy Good Samaritan Medical Center,2817,CDM,HC BILE ACID-TOTAL,301,4200788,,,,,82239,,,,,,,,,,facility,both,gross,,,269,,Capitation,,
2817,Legacy Good Samaritan Medical Center,2818,CDM,HC BILE ACID-TOTAL,301,4200788,,,,,82239,,,,,,,,,,facility,both,cash,,,174.85,,Capitation,,
2818,Legacy Good Samaritan Medical Center,2819,CDM,HC C-1-ESTERASE INHIB  FUNCTIONAL,301,4200838,,,,,83520,,,,,,,,,,facility,both,gross,,,289,,Capitation,,
2819,Legacy Good Samaritan Medical Center,2820,CDM,HC C-1-ESTERASE INHIB  FUNCTIONAL,301,4200838,,,,,83520,,,,,,,,,,facility,both,cash,,,187.85,,Capitation,,
2820,Legacy Good Samaritan Medical Center,2821,CDM,HC C-PEPTIDE,301,4200853,,,,,84681,,,,,,,,,,facility,both,gross,,,276,,Capitation,,
2821,Legacy Good Samaritan Medical Center,2822,CDM,HC C-PEPTIDE,301,4200853,,,,,84681,,,,,,,,,,facility,both,cash,,,179.4,,Capitation,,
2822,Legacy Good Samaritan Medical Center,2823,CDM,HC CALCITONIN,301,4200903,,,,,82308,,,,,,,,,,facility,both,gross,,,449,,Capitation,,
2823,Legacy Good Samaritan Medical Center,2824,CDM,HC CALCITONIN,301,4200903,,,,,82308,,,,,,,,,,facility,both,cash,,,291.85,,Capitation,,
2824,Legacy Good Samaritan Medical Center,2825,CDM,HC CANCER ANTIGEN 125,302,4200952,,,,,86304,,,,,,,,,,facility,both,gross,,,279,,Capitation,,
2825,Legacy Good Samaritan Medical Center,2826,CDM,HC CANCER ANTIGEN 125,302,4200952,,,,,86304,,,,,,,,,,facility,both,cash,,,181.35,,Capitation,,
2826,Legacy Good Samaritan Medical Center,2827,CDM,HC CANCER ANTIGEN-BREAST CA15-3,302,4200986,,,,,86300,,,,,,,,,,facility,both,gross,,,274,,Capitation,,
2827,Legacy Good Samaritan Medical Center,2828,CDM,HC CANCER ANTIGEN-BREAST CA15-3,302,4200986,,,,,86300,,,,,,,,,,facility,both,cash,,,178.1,,Capitation,,
2828,Legacy Good Samaritan Medical Center,2829,CDM,HC CARNITINE LEVEL,301,4201059,,,,,82379,,,,,,,,,,facility,both,gross,,,899,,Capitation,,
2829,Legacy Good Samaritan Medical Center,2830,CDM,HC CARNITINE LEVEL,301,4201059,,,,,82379,,,,,,,,,,facility,both,cash,,,584.35,,Capitation,,
2830,Legacy Good Samaritan Medical Center,2831,CDM,HC CATECHOLAMINE PLASMA FRACT,301,4201158,,,,,82384,,,,,,,,,,facility,both,gross,,,538,,Capitation,,
2831,Legacy Good Samaritan Medical Center,2832,CDM,HC CATECHOLAMINE PLASMA FRACT,301,4201158,,,,,82384,,,,,,,,,,facility,both,cash,,,349.7,,Capitation,,
2832,Legacy Good Samaritan Medical Center,2833,CDM,HC CATECHOLAMINES  URINE FRACT,301,4201166,,,,,82384,,,,,,,,,,facility,both,gross,,,383,,Capitation,,
2833,Legacy Good Samaritan Medical Center,2834,CDM,HC CATECHOLAMINES  URINE FRACT,301,4201166,,,,,82384,,,,,,,,,,facility,both,cash,,,248.95,,Capitation,,
2834,Legacy Good Samaritan Medical Center,2835,CDM,HC CLONAZEPAM LEVEL,301,4201232,,,,,80346,,,,,,,,,,facility,both,gross,,,316,,Capitation,,
2835,Legacy Good Samaritan Medical Center,2836,CDM,HC CLONAZEPAM LEVEL,301,4201232,,,,,80346,,,,,,,,,,facility,both,cash,,,205.4,,Capitation,,
2836,Legacy Good Samaritan Medical Center,2837,CDM,HC CLOMIPRAMINE AND METABOLITE,301,4201240,,,,,80335,,,,,,,,,,facility,both,gross,,,305,,Capitation,,
2837,Legacy Good Samaritan Medical Center,2838,CDM,HC CLOMIPRAMINE AND METABOLITE,301,4201240,,,,,80335,,,,,,,,,,facility,both,cash,,,198.25,,Capitation,,
2838,Legacy Good Samaritan Medical Center,2839,CDM,HC CERULOPLASMIN,301,4201257,,,,,82390,,,,,,,,,,facility,both,gross,,,163,,Capitation,,
2839,Legacy Good Samaritan Medical Center,2840,CDM,HC CERULOPLASMIN,301,4201257,,,,,82390,,,,,,,,,,facility,both,cash,,,105.95,,Capitation,,
2840,Legacy Good Samaritan Medical Center,2841,CDM,HC COMPLEMENT  TOTAL - CH50,302,4201307,,,,,86162,,,,,,,,,,facility,both,gross,,,327,,Capitation,,
2841,Legacy Good Samaritan Medical Center,2842,CDM,HC COMPLEMENT  TOTAL - CH50,302,4201307,,,,,86162,,,,,,,,,,facility,both,cash,,,212.55,,Capitation,,
2842,Legacy Good Samaritan Medical Center,2843,CDM,HC C-1-ESTERASE INHIBITOR,301,4201356,,,,,86160,,,,,,,,,,facility,both,gross,,,233,,Capitation,,
2843,Legacy Good Samaritan Medical Center,2844,CDM,HC C-1-ESTERASE INHIBITOR,301,4201356,,,,,86160,,,,,,,,,,facility,both,cash,,,151.45,,Capitation,,
2844,Legacy Good Samaritan Medical Center,2845,CDM,HC COMPLEMENT 1 COMPONENT,302,4201430,,,,,86161,,,,,,,,,,facility,both,gross,,,549,,Capitation,,
2845,Legacy Good Samaritan Medical Center,2846,CDM,HC COMPLEMENT 1 COMPONENT,302,4201430,,,,,86161,,,,,,,,,,facility,both,cash,,,356.85,,Capitation,,
2846,Legacy Good Samaritan Medical Center,2847,CDM,HC CYCLOSPORINE A,301,4201562,,,,,80158,,,,,,,,,,facility,both,gross,,,382,,Capitation,,
2847,Legacy Good Samaritan Medical Center,2848,CDM,HC CYCLOSPORINE A,301,4201562,,,,,80158,,,,,,,,,,facility,both,cash,,,248.3,,Capitation,,
2848,Legacy Good Samaritan Medical Center,2849,CDM,HC DHEA,301,4201620,,,,,82626,,,,,,,,,,facility,both,gross,,,449,,Capitation,,
2849,Legacy Good Samaritan Medical Center,2850,CDM,HC DHEA,301,4201620,,,,,82626,,,,,,,,,,facility,both,cash,,,291.85,,Capitation,,
2850,Legacy Good Samaritan Medical Center,2851,CDM,HC DHEA SULFATE,301,4201638,,,,,82627,,,,,,,,,,facility,both,gross,,,319,,Capitation,,
2851,Legacy Good Samaritan Medical Center,2852,CDM,HC DHEA SULFATE,301,4201638,,,,,82627,,,,,,,,,,facility,both,cash,,,207.35,,Capitation,,
2852,Legacy Good Samaritan Medical Center,2853,CDM,HC ESTROGENS  SERUM FRACTIONATED,301,4201703,,,,,82671,,,,,,,,,,facility,both,gross,,,747,,Capitation,,
2853,Legacy Good Samaritan Medical Center,2854,CDM,HC ESTROGENS  SERUM FRACTIONATED,301,4201703,,,,,82671,,,,,,,,,,facility,both,cash,,,485.55,,Capitation,,
2854,Legacy Good Samaritan Medical Center,2855,CDM,HC FECAL FAT-QUANTITATIVE,301,4201802,,,,,82710,,,,,,,,,,facility,both,gross,,,442,,Capitation,,
2855,Legacy Good Samaritan Medical Center,2856,CDM,HC FECAL FAT-QUANTITATIVE,301,4201802,,,,,82710,,,,,,,,,,facility,both,cash,,,287.3,,Capitation,,
2856,Legacy Good Samaritan Medical Center,2857,CDM,HC FELBAMATE,301,4201810,,,,,80167,,,,,,,,,,facility,both,gross,,,235,,Capitation,,
2857,Legacy Good Samaritan Medical Center,2858,CDM,HC FELBAMATE,301,4201810,,,,,80167,,,,,,,,,,facility,both,cash,,,152.75,,Capitation,,
2858,Legacy Good Samaritan Medical Center,2859,CDM,HC GABAPENTIN,301,4201836,,,,,80171,,,,,,,,,,facility,both,gross,,,381,,Capitation,,
2859,Legacy Good Samaritan Medical Center,2860,CDM,HC GABAPENTIN,301,4201836,,,,,80171,,,,,,,,,,facility,both,cash,,,247.65,,Capitation,,
2860,Legacy Good Samaritan Medical Center,2861,CDM,HC HUMAN GROWTH HORMONE,301,4201851,,,,,83003,,,,,,,,,,facility,both,gross,,,236,,Capitation,,
2861,Legacy Good Samaritan Medical Center,2862,CDM,HC HUMAN GROWTH HORMONE,301,4201851,,,,,83003,,,,,,,,,,facility,both,cash,,,153.4,,Capitation,,
2862,Legacy Good Samaritan Medical Center,2863,CDM,HC H  INFLUENZAE B AB  IGG,302,4201869,,,,,86684,,,,,,,,,,facility,both,gross,,,591,,Capitation,,
2863,Legacy Good Samaritan Medical Center,2864,CDM,HC H  INFLUENZAE B AB  IGG,302,4201869,,,,,86684,,,,,,,,,,facility,both,cash,,,384.15,,Capitation,,
2864,Legacy Good Samaritan Medical Center,2865,CDM,HC HELICOBACTOR PYLORI IGG QUANT,302,4201943,,,,,86677,,,,,,,,,,facility,both,gross,,,298,,Capitation,,
2865,Legacy Good Samaritan Medical Center,2866,CDM,HC HELICOBACTOR PYLORI IGG QUANT,302,4201943,,,,,86677,,,,,,,,,,facility,both,cash,,,193.7,,Capitation,,
2866,Legacy Good Samaritan Medical Center,2867,CDM,HC HLA-B27 TYPING,302,4202008,,,,,86812,,,,,,,,,,facility,both,gross,,,200,,Capitation,,
2867,Legacy Good Samaritan Medical Center,2868,CDM,HC HLA-B27 TYPING,302,4202008,,,,,86812,,,,,,,,,,facility,both,cash,,,130,,Capitation,,
2868,Legacy Good Samaritan Medical Center,2869,CDM,HC HOMOCYSTINE  PLASMA-QUANT,301,4202065,,,,,83090,,,,,,,,,,facility,both,gross,,,248,,Capitation,,
2869,Legacy Good Samaritan Medical Center,2870,CDM,HC HOMOCYSTINE  PLASMA-QUANT,301,4202065,,,,,83090,,,,,,,,,,facility,both,cash,,,161.2,,Capitation,,
2870,Legacy Good Samaritan Medical Center,2871,CDM,HC HOMOCYSTINE  URINE-QUANT,301,4202073,,,,,82131,,,,,,,,,,facility,both,gross,,,330,,Capitation,,
2871,Legacy Good Samaritan Medical Center,2872,CDM,HC HOMOCYSTINE  URINE-QUANT,301,4202073,,,,,82131,,,,,,,,,,facility,both,cash,,,214.5,,Capitation,,
2872,Legacy Good Samaritan Medical Center,2873,CDM,HC HIV WESTERN BLOT,302,4202172,,,,,86689,,,,,,,,,,facility,both,gross,,,629,,Capitation,,
2873,Legacy Good Samaritan Medical Center,2874,CDM,HC HIV WESTERN BLOT,302,4202172,,,,,86689,,,,,,,,,,facility,both,cash,,,408.85,,Capitation,,
2874,Legacy Good Samaritan Medical Center,2875,CDM,HC INSULIN,301,4202206,,,,,83525,,,,,,,,,,facility,both,gross,,,163,,Capitation,,
2875,Legacy Good Samaritan Medical Center,2876,CDM,HC INSULIN,301,4202206,,,,,83525,,,,,,,,,,facility,both,cash,,,105.95,,Capitation,,
2876,Legacy Good Samaritan Medical Center,2877,CDM,HC PROTEINASE 3 AUTOANTIBODIES,301,4202263,,,,,83516,,,,,,,,,,facility,both,gross,,,266,,Capitation,,
2877,Legacy Good Samaritan Medical Center,2878,CDM,HC PROTEINASE 3 AUTOANTIBODIES,301,4202263,,,,,83516,,,,,,,,,,facility,both,cash,,,172.9,,Capitation,,
2878,Legacy Good Samaritan Medical Center,2879,CDM,HC MYELOPEROXIDASE ANTIBODIES (MPO),301,4202271,,,,,83876,,,,,,,,,,facility,both,gross,,,250,,Capitation,,
2879,Legacy Good Samaritan Medical Center,2880,CDM,HC MYELOPEROXIDASE ANTIBODIES (MPO),301,4202271,,,,,83876,,,,,,,,,,facility,both,cash,,,162.5,,Capitation,,
2880,Legacy Good Samaritan Medical Center,2881,CDM,"HC CEA, PANCREATIC CYST FLUID",301,4202289,,,,,82378,,,,,,,,,,facility,both,gross,,,731,,Capitation,,
2881,Legacy Good Samaritan Medical Center,2882,CDM,"HC CEA, PANCREATIC CYST FLUID",301,4202289,,,,,82378,,,,,,,,,,facility,both,cash,,,475.15,,Capitation,,
2882,Legacy Good Samaritan Medical Center,2883,CDM,HC INTRINSIC FACTOR BLOCKING AB,302,4202297,,,,,86340,,,,,,,,,,facility,both,gross,,,235,,Capitation,,
2883,Legacy Good Samaritan Medical Center,2884,CDM,HC INTRINSIC FACTOR BLOCKING AB,302,4202297,,,,,86340,,,,,,,,,,facility,both,cash,,,152.75,,Capitation,,
2884,Legacy Good Samaritan Medical Center,2885,CDM,HC LEGIONELLA PNEUMOPHILA  1-6,302,4202305,,,,,86713,,,,,,,,,,facility,both,gross,,,247,,Capitation,,
2885,Legacy Good Samaritan Medical Center,2886,CDM,HC LEGIONELLA PNEUMOPHILA  1-6,302,4202305,,,,,86713,,,,,,,,,,facility,both,cash,,,160.55,,Capitation,,
2886,Legacy Good Samaritan Medical Center,2887,CDM,HC LEGIONELLA AG  URINE,306,4202321,,,,,87449,,,,,,,,,,facility,both,gross,,,382,,Capitation,,
2887,Legacy Good Samaritan Medical Center,2888,CDM,HC LEGIONELLA AG  URINE,306,4202321,,,,,87449,,,,,,,,,,facility,both,cash,,,248.3,,Capitation,,
2888,Legacy Good Samaritan Medical Center,2889,CDM,HC LEGIONAIRES BACILLUS DFA,306,4202354,,,,,87278,,,,,,,,,,facility,both,gross,,,224,,Capitation,,
2889,Legacy Good Samaritan Medical Center,2890,CDM,HC LEGIONAIRES BACILLUS DFA,306,4202354,,,,,87278,,,,,,,,,,facility,both,cash,,,145.6,,Capitation,,
2890,Legacy Good Samaritan Medical Center,2891,CDM,HC METANEPHRINE  FRACTIONATED UR,301,4202404,,,,,83835,,,,,,,,,,facility,both,gross,,,383,,Capitation,,
2891,Legacy Good Samaritan Medical Center,2892,CDM,HC METANEPHRINE  FRACTIONATED UR,301,4202404,,,,,83835,,,,,,,,,,facility,both,cash,,,248.95,,Capitation,,
2892,Legacy Good Samaritan Medical Center,2893,CDM,HC METHYLMLONIC ACID SERUM QUANTITATIO,301,4202412,,,,,83921,,,,,,,,,,facility,both,gross,,,868,,Capitation,,
2893,Legacy Good Samaritan Medical Center,2894,CDM,HC METHYLMLONIC ACID SERUM QUANTITATIO,301,4202412,,,,,83921,,,,,,,,,,facility,both,cash,,,564.2,,Capitation,,
2894,Legacy Good Samaritan Medical Center,2895,CDM,HC STONE ANALYSIS CALCULI,301,4202438,,,,,82360,,,,,,,,,,facility,both,gross,,,212,,Capitation,,
2895,Legacy Good Samaritan Medical Center,2896,CDM,HC STONE ANALYSIS CALCULI,301,4202438,,,,,82360,,,,,,,,,,facility,both,cash,,,137.8,,Capitation,,
2896,Legacy Good Samaritan Medical Center,2897,CDM,HC CALCULI (STONE) INFRARED ANALYSIS,301,4202446,,,,,82365,,,,,,,,,,facility,both,gross,,,212,,Capitation,,
2897,Legacy Good Samaritan Medical Center,2898,CDM,HC CALCULI (STONE) INFRARED ANALYSIS,301,4202446,,,,,82365,,,,,,,,,,facility,both,cash,,,137.8,,Capitation,,
2898,Legacy Good Samaritan Medical Center,2899,CDM,HC ORGANIC ACIDS,301,4202503,,,,,83918,,,,,,,,,,facility,both,gross,,,"1,786",,Capitation,,
2899,Legacy Good Samaritan Medical Center,2900,CDM,HC ORGANIC ACIDS,301,4202503,,,,,83918,,,,,,,,,,facility,both,cash,,,1160.9,,Capitation,,
2900,Legacy Good Samaritan Medical Center,2901,CDM,HC OXALATE  URINE-TOTAL,301,4202552,,,,,83945,,,,,,,,,,facility,both,gross,,,236,,Capitation,,
2901,Legacy Good Samaritan Medical Center,2902,CDM,HC OXALATE  URINE-TOTAL,301,4202552,,,,,83945,,,,,,,,,,facility,both,cash,,,153.4,,Capitation,,
2902,Legacy Good Samaritan Medical Center,2903,CDM,HC PARIETAL CELL AB  IGG,302,4202578,,,,,86255,,,,,,,,,,facility,both,gross,,,209,,Capitation,,
2903,Legacy Good Samaritan Medical Center,2904,CDM,HC PARIETAL CELL AB  IGG,302,4202578,,,,,86255,,,,,,,,,,facility,both,cash,,,135.85,,Capitation,,
2904,Legacy Good Samaritan Medical Center,2905,CDM,HC CYCLIC CITULLINATED PEPTIDE,302,4202644,,,,,86200,,,,,,,,,,facility,both,gross,,,373,,Capitation,,
2905,Legacy Good Samaritan Medical Center,2906,CDM,HC CYCLIC CITULLINATED PEPTIDE,302,4202644,,,,,86200,,,,,,,,,,facility,both,cash,,,242.45,,Capitation,,
2906,Legacy Good Samaritan Medical Center,2907,CDM,HC PORPHOBILINOGEN DEAMINASE,301,4202685,,,,,84110,,,,,,,,,,facility,both,gross,,,560,,Capitation,,
2907,Legacy Good Samaritan Medical Center,2908,CDM,HC PORPHOBILINOGEN DEAMINASE,301,4202685,,,,,84110,,,,,,,,,,facility,both,cash,,,364,,Capitation,,
2908,Legacy Good Samaritan Medical Center,2909,CDM,HC ARSENIC URINE SPECIATED INORGANIC,301,4202693,,,,,82175,,,,,,,,,,facility,both,gross,,,393,,Capitation,,
2909,Legacy Good Samaritan Medical Center,2910,CDM,HC ARSENIC URINE SPECIATED INORGANIC,301,4202693,,,,,82175,,,,,,,,,,facility,both,cash,,,255.45,,Capitation,,
2910,Legacy Good Samaritan Medical Center,2911,CDM,HC PORPHRINS  FRACTIONATED  URINE,301,4202701,,,,,84120,,,,,,,,,,facility,both,gross,,,549,,Capitation,,
2911,Legacy Good Samaritan Medical Center,2912,CDM,HC PORPHRINS  FRACTIONATED  URINE,301,4202701,,,,,84120,,,,,,,,,,facility,both,cash,,,356.85,,Capitation,,
2912,Legacy Good Samaritan Medical Center,2913,CDM,HC 17-HYDROXYPROGESTERONE,301,4202768,,,,,83498,,,,,,,,,,facility,both,gross,,,403,,Capitation,,
2913,Legacy Good Samaritan Medical Center,2914,CDM,HC 17-HYDROXYPROGESTERONE,301,4202768,,,,,83498,,,,,,,,,,facility,both,cash,,,261.95,,Capitation,,
2914,Legacy Good Samaritan Medical Center,2915,CDM,HC PROPAFENONE,301,4202776,,,,,80299,,,,,,,,,,facility,both,gross,,,480,,Capitation,,
2915,Legacy Good Samaritan Medical Center,2916,CDM,HC PROPAFENONE,301,4202776,,,,,80299,,,,,,,,,,facility,both,cash,,,312,,Capitation,,
2916,Legacy Good Samaritan Medical Center,2917,CDM,HC PARATHYROID HORMONE-INTACT MOL,301,4202859,,,,,83970,,,,,,,,,,facility,both,gross,,,374,,Capitation,,
2917,Legacy Good Samaritan Medical Center,2918,CDM,HC PARATHYROID HORMONE-INTACT MOL,301,4202859,,,,,83970,,,,,,,,,,facility,both,cash,,,243.1,,Capitation,,
2918,Legacy Good Samaritan Medical Center,2919,CDM,HC RAST ALLERGEN TESTING,302,4202974,,,,,86003,,,,,,,,,,facility,both,gross,,,30,,Capitation,,
2919,Legacy Good Samaritan Medical Center,2920,CDM,HC RAST ALLERGEN TESTING,302,4202974,,,,,86003,,,,,,,,,,facility,both,cash,,,19.5,,Capitation,,
2920,Legacy Good Samaritan Medical Center,2921,CDM,HC INSULIN-LIKE GROWTH FACTOR 1,301,4203055,,,,,84305,,,,,,,,,,facility,both,gross,,,596,,Capitation,,
2921,Legacy Good Samaritan Medical Center,2922,CDM,HC INSULIN-LIKE GROWTH FACTOR 1,301,4203055,,,,,84305,,,,,,,,,,facility,both,cash,,,387.4,,Capitation,,
2922,Legacy Good Samaritan Medical Center,2923,CDM,HC VASOACTIVE INTESTINAL POLYPEPT,301,4203451,,,,,84586,,,,,,,,,,facility,both,gross,,,942,,Capitation,,
2923,Legacy Good Samaritan Medical Center,2924,CDM,HC VASOACTIVE INTESTINAL POLYPEPT,301,4203451,,,,,84586,,,,,,,,,,facility,both,cash,,,612.3,,Capitation,,
2924,Legacy Good Samaritan Medical Center,2925,CDM,HC VISCOSITY  SERUM,305,4203659,,,,,85810,,,,,,,,,,facility,both,gross,,,163,,Capitation,,
2925,Legacy Good Samaritan Medical Center,2926,CDM,HC VISCOSITY  SERUM,305,4203659,,,,,85810,,,,,,,,,,facility,both,cash,,,105.95,,Capitation,,
2926,Legacy Good Samaritan Medical Center,2927,CDM,HC VITAMIN A  SERUM,301,4203709,,,,,84590,,,,,,,,,,facility,both,gross,,,300,,Capitation,,
2927,Legacy Good Samaritan Medical Center,2928,CDM,HC VITAMIN A  SERUM,301,4203709,,,,,84590,,,,,,,,,,facility,both,cash,,,195,,Capitation,,
2928,Legacy Good Samaritan Medical Center,2929,CDM,HC VITAMIN D  1 25 DIHYDROX,301,4203808,,,,,82652,,,,,,,,,,facility,both,gross,,,806,,Capitation,,
2929,Legacy Good Samaritan Medical Center,2930,CDM,HC VITAMIN D  1 25 DIHYDROX,301,4203808,,,,,82652,,,,,,,,,,facility,both,cash,,,523.9,,Capitation,,
2930,Legacy Good Samaritan Medical Center,2931,CDM,HC VITAMIN E  SERUM,301,4203857,,,,,84446,,,,,,,,,,facility,both,gross,,,269,,Capitation,,
2931,Legacy Good Samaritan Medical Center,2932,CDM,HC VITAMIN E  SERUM,301,4203857,,,,,84446,,,,,,,,,,facility,both,cash,,,174.85,,Capitation,,
2932,Legacy Good Samaritan Medical Center,2933,CDM,HC CONGENITAL ADRENAL HYPERPLASIA (CAH,301,4203915,,,,,82533,,,,,,,,,,facility,both,gross,,,248,,Capitation,,
2933,Legacy Good Samaritan Medical Center,2934,CDM,HC CONGENITAL ADRENAL HYPERPLASIA (CAH,301,4203915,,,,,82533,,,,,,,,,,facility,both,cash,,,161.2,,Capitation,,
2934,Legacy Good Samaritan Medical Center,2935,CDM,HC CAH 82157,301,4203923,,,,,82157,,,,,,,,,,facility,both,gross,,,426,,Capitation,,
2935,Legacy Good Samaritan Medical Center,2936,CDM,HC CAH 82157,301,4203923,,,,,82157,,,,,,,,,,facility,both,cash,,,276.9,,Capitation,,
2936,Legacy Good Samaritan Medical Center,2937,CDM,HC CAH 82626,301,4203931,,,,,82626,,,,,,,,,,facility,both,gross,,,371,,Capitation,,
2937,Legacy Good Samaritan Medical Center,2938,CDM,HC CAH 82626,301,4203931,,,,,82626,,,,,,,,,,facility,both,cash,,,241.15,,Capitation,,
2938,Legacy Good Samaritan Medical Center,2939,CDM,HC CAH 83498,301,4203949,,,,,83498,,,,,,,,,,facility,both,gross,,,393,,Capitation,,
2939,Legacy Good Samaritan Medical Center,2940,CDM,HC CAH 83498,301,4203949,,,,,83498,,,,,,,,,,facility,both,cash,,,255.45,,Capitation,,
2940,Legacy Good Samaritan Medical Center,2941,CDM,HC CAH 84143,301,4203956,,,,,84143,,,,,,,,,,facility,both,gross,,,336,,Capitation,,
2941,Legacy Good Samaritan Medical Center,2942,CDM,HC CAH 84143,301,4203956,,,,,84143,,,,,,,,,,facility,both,cash,,,218.4,,Capitation,,
