,hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_unit_of_measurement,drug_type_of_measurement,billing_class,setting,payer_category,payer_name,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
762,38007,763,DRG,Cesarean Section Without Sterilization With Cc,,,,787,,,,,,,,,,,,,facility,Inpatient,min,,,7004.0,,Capitation,,
763,38007,764,DRG,Cesarean Section Without Sterilization Without Cc/Mcc,,,,788,,,,,,,,,,,,,facility,Inpatient,min,,,5321.0,,Capitation,,
764,38007,765,DRG,"Neonates, Died Or Transferred To Another Acute Care Facility",,,,789,,,,,,,,,,,,,facility,Inpatient,min,,,1647.0,,Capitation,,
765,38007,766,DRG,"Extreme Immaturity Or Respiratory Distress Syndrome, Neonate",,,,790,,,,,,,,,,,,,facility,Inpatient,min,,,14568.0,,Capitation,,
766,38007,767,DRG,Prematurity With Major Problems,,,,791,,,,,,,,,,,,,facility,Inpatient,min,,,2382.0,,Capitation,,
767,38007,768,DRG,Prematurity Without Major Problems,,,,792,,,,,,,,,,,,,facility,Inpatient,min,,,1358.0,,Capitation,,
768,38007,769,DRG,Full Term Neonate With Major Problems,,,,793,,,,,,,,,,,,,facility,Inpatient,min,,,2835.0,,Capitation,,
769,38007,770,DRG,Neonate With Other Significant Problems,,,,794,,,,,,,,,,,,,facility,Inpatient,min,,,1094.0,,Capitation,,
770,38007,771,DRG,Normal Newborn,,,,795,,,,,,,,,,,,,facility,Inpatient,min,,,1306.0,,Capitation,,
771,38007,772,DRG,Vaginal Delivery With Sterilization And/Or D&C With Mcc,,,,796,,,,,,,,,,,,,facility,Inpatient,min,,,6064.0,,Capitation,,
772,38007,773,DRG,Vaginal Delivery With Sterilization And/Or D&C With Cc,,,,797,,,,,,,,,,,,,facility,Inpatient,min,,,3191.0,,Capitation,,
773,38007,774,DRG,Vaginal Delivery With Sterilization And/Or D&C Without Cc/Mcc,,,,798,,,,,,,,,,,,,facility,Inpatient,min,,,6144.0,,Capitation,,
774,38007,775,DRG,Splenectomy With Mcc,,,,799,,,,,,,,,,,,,facility,Inpatient,min,,,156647.0,,Capitation,,
775,38007,776,DRG,Splenectomy With Cc,,,,800,,,,,,,,,,,,,facility,Inpatient,min,,,100966.0,,Capitation,,
776,38007,777,DRG,Other O.R. Procedures Of The Blood And Blood Forming Organs With Cc,,,,803,,,,,,,,,,,,,facility,Inpatient,min,,,9380.0,,Capitation,,
777,38007,778,DRG,Other O.R. Procedures Of The Blood And Blood Forming Organs Without Cc/Mcc,,,,804,,,,,,,,,,,,,facility,Inpatient,min,,,5373.0,,Capitation,,
778,38007,779,DRG,Vaginal Delivery Without Sterilization Or D&C With Mcc,,,,805,,,,,,,,,,,,,facility,Inpatient,min,,,2944.0,,Capitation,,
779,38007,780,DRG,Vaginal Delivery Without Sterilization Or D&C With Cc,,,,806,,,,,,,,,,,,,facility,Inpatient,min,,,2567.0,,Capitation,,
780,38007,781,DRG,Vaginal Delivery Without Sterilization Or D&C Without Cc/Mcc,,,,807,,,,,,,,,,,,,facility,Inpatient,min,,,2935.0,,Capitation,,
781,38007,782,DRG,Major Hematological And Immunological Diagnoses Except Sickle Cell Crisis And Coagulation Disorders ,,,,808,,,,,,,,,,,,,facility,Inpatient,min,,,1767.0,,Capitation,,
782,38007,783,DRG,Major Hematological And Immunological Diagnoses Except Sickle Cell Crisis And Coagulation Disorders ,,,,809,,,,,,,,,,,,,facility,Inpatient,min,,,2435.0,,Capitation,,
783,38007,784,DRG,Major Hematological And Immunological Diagnoses Except Sickle Cell Crisis And Coagulation Disorders ,,,,810,,,,,,,,,,,,,facility,Inpatient,min,,,11202.0,,Capitation,,
784,38007,785,DRG,Red Blood Cell Disorders With Mcc,,,,811,,,,,,,,,,,,,facility,Inpatient,min,,,5221.0,,Capitation,,
785,38007,786,DRG,Red Blood Cell Disorders Without Mcc,,,,812,,,,,,,,,,,,,facility,Inpatient,min,,,3693.0,,Capitation,,
786,38007,787,DRG,Coagulation Disorders,,,,813,,,,,,,,,,,,,facility,Inpatient,min,,,3478.0,,Capitation,,
787,38007,788,DRG,Reticuloendothelial And Immunity Disorders With Mcc,,,,814,,,,,,,,,,,,,facility,Inpatient,min,,,8337.0,,Capitation,,
788,38007,789,DRG,Reticuloendothelial And Immunity Disorders With Cc,,,,815,,,,,,,,,,,,,facility,Inpatient,min,,,4959.0,,Capitation,,
789,38007,790,DRG,Reticuloendothelial And Immunity Disorders Without Cc/Mcc,,,,816,,,,,,,,,,,,,facility,Inpatient,min,,,6174.0,,Capitation,,
790,38007,791,DRG,Other Antepartum Diagnoses With O.R. Procedures With Mcc,,,,817,,,,,,,,,,,,,facility,Inpatient,min,,,3298.0,,Capitation,,
791,38007,792,DRG,Other Antepartum Diagnoses With O.R. Procedures With Cc,,,,818,,,,,,,,,,,,,facility,Inpatient,min,,,21182.0,,Capitation,,
792,38007,793,DRG,Other Antepartum Diagnoses With O.R. Procedures Without Cc/Mcc,,,,819,,,,,,,,,,,,,facility,Inpatient,min,,,3851.0,,Capitation,,
793,38007,794,DRG,Lymphoma And Leukemia With Major O.R. Procedures With Mcc,,,,820,,,,,,,,,,,,,facility,Inpatient,min,,,25920.0,,Capitation,,
794,38007,795,DRG,Lymphoma And Leukemia With Major O.R. Procedures Without Cc/Mcc,,,,822,,,,,,,,,,,,,facility,Inpatient,min,,,13547.0,,Capitation,,
795,38007,796,DRG,Lymphoma And Non-Acute Leukemia With Other Procedures With Mcc,,,,823,,,,,,,,,,,,,facility,Inpatient,min,,,12648.0,,Capitation,,
796,38007,797,DRG,Lymphoma And Non-Acute Leukemia With Other Procedures With Cc,,,,824,,,,,,,,,,,,,facility,Inpatient,min,,,5941.0,,Capitation,,
797,38007,798,DRG,Myeloproliferative Disorders Or Poorly Differentiated Neoplasms With Major O.R. Procedures Without C,,,,828,,,,,,,,,,,,,facility,Inpatient,min,,,27877.0,,Capitation,,
798,38007,799,DRG,Myeloproliferative Disorders Or Poorly Differentiated Neoplasms With Other Procedures With Cc/Mcc,,,,829,,,,,,,,,,,,,facility,Inpatient,min,,,16927.0,,Capitation,,
799,38007,800,DRG,Myeloproliferative Disorders Or Poorly Differentiated Neoplasms With Other Procedures Without Cc/Mcc,,,,830,,,,,,,,,,,,,facility,Inpatient,min,,,26527.0,,Capitation,,
800,38007,801,DRG,Other Antepartum Diagnoses Without O.R. Procedures With Mcc,,,,831,,,,,,,,,,,,,facility,Inpatient,min,,,1129.0,,Capitation,,
801,38007,802,DRG,Other Antepartum Diagnoses Without O.R. Procedures With Cc,,,,832,,,,,,,,,,,,,facility,Inpatient,min,,,2285.0,,Capitation,,
802,38007,803,DRG,Other Antepartum Diagnoses Without O.R. Procedures Without Cc/Mcc,,,,833,,,,,,,,,,,,,facility,Inpatient,min,,,1205.0,,Capitation,,
803,38007,804,DRG,Acute Leukemia Without Major O.R. Procedures With Mcc,,,,834,,,,,,,,,,,,,facility,Inpatient,min,,,34521.0,,Capitation,,
804,38007,805,DRG,Acute Leukemia Without Major O.R. Procedures With Cc,,,,835,,,,,,,,,,,,,facility,Inpatient,min,,,10080.0,,Capitation,,
805,38007,806,DRG,Acute Leukemia Without Major O.R. Procedures Without Cc/Mcc,,,,836,,,,,,,,,,,,,facility,Inpatient,min,,,11006.0,,Capitation,,
806,38007,807,DRG,Chemotherapy With Acute Leukemia As Secondary Diagnosis Or With High Dose Chemotherapy Agent With Mc,,,,837,,,,,,,,,,,,,facility,Inpatient,min,,,16920.0,,Capitation,,
807,38007,808,DRG,Chemotherapy With Acute Leukemia As Secondary Diagnosis With Cc Or High Dose Chemotherapy Agent,,,,838,,,,,,,,,,,,,facility,Inpatient,min,,,10808.0,,Capitation,,
808,38007,809,DRG,Chemotherapy With Acute Leukemia As Secondary Diagnosis Without Cc/Mcc,,,,839,,,,,,,,,,,,,facility,Inpatient,min,,,6768.0,,Capitation,,
809,38007,810,DRG,Lymphoma And Non-Acute Leukemia With Mcc,,,,840,,,,,,,,,,,,,facility,Inpatient,min,,,21527.0,,Capitation,,
810,38007,811,DRG,Lymphoma And Non-Acute Leukemia With Cc,,,,841,,,,,,,,,,,,,facility,Inpatient,min,,,19701.0,,Capitation,,
811,38007,812,DRG,Other Myeloproliferative Disorders Or Poorly Differentiated Neoplastic Diagnoses With Mcc,,,,843,,,,,,,,,,,,,facility,Inpatient,min,,,6674.0,,Capitation,,
812,38007,813,DRG,Chemotherapy Without Acute Leukemia As Secondary Diagnosis With Mcc,,,,846,,,,,,,,,,,,,facility,Inpatient,min,,,2503.0,,Capitation,,
813,38007,814,DRG,Chemotherapy Without Acute Leukemia As Secondary Diagnosis With Cc,,,,847,,,,,,,,,,,,,facility,Inpatient,min,,,3384.0,,Capitation,,
814,38007,815,DRG,Infectious And Parasitic Diseases With O.R. Procedures With Mcc,,,,853,,,,,,,,,,,,,facility,Inpatient,min,,,19895.0,,Capitation,,
815,38007,816,DRG,Infectious And Parasitic Diseases With O.R. Procedures With Cc,,,,854,,,,,,,,,,,,,facility,Inpatient,min,,,9618.0,,Capitation,,
816,38007,817,DRG,Infectious And Parasitic Diseases With O.R. Procedures Without Cc/Mcc,,,,855,,,,,,,,,,,,,facility,Inpatient,min,,,22328.0,,Capitation,,
817,38007,818,DRG,Postoperative Or Post-Traumatic Infections With O.R. Procedures With Mcc,,,,856,,,,,,,,,,,,,facility,Inpatient,min,,,6032.0,,Capitation,,
818,38007,819,DRG,Postoperative Or Post-Traumatic Infections With O.R. Procedures With Cc,,,,857,,,,,,,,,,,,,facility,Inpatient,min,,,5197.0,,Capitation,,
819,38007,820,DRG,Postoperative Or Post-Traumatic Infections With O.R. Procedures Without Cc/Mcc,,,,858,,,,,,,,,,,,,facility,Inpatient,min,,,30980.0,,Capitation,,
820,38007,821,DRG,Postoperative And Post-Traumatic Infections With Mcc,,,,862,,,,,,,,,,,,,facility,Inpatient,min,,,16525.0,,Capitation,,
821,38007,822,DRG,Postoperative And Post-Traumatic Infections Without Mcc,,,,863,,,,,,,,,,,,,facility,Inpatient,min,,,2944.0,,Capitation,,
822,38007,823,DRG,Fever And Inflammatory Conditions,,,,864,,,,,,,,,,,,,facility,Inpatient,min,,,5036.0,,Capitation,,
823,38007,824,DRG,Viral Illness With Mcc,,,,865,,,,,,,,,,,,,facility,Inpatient,min,,,2449.0,,Capitation,,
824,38007,825,DRG,Viral Illness Without Mcc,,,,866,,,,,,,,,,,,,facility,Inpatient,min,,,2136.0,,Capitation,,
825,38007,826,DRG,Other Infectious And Parasitic Diseases Diagnoses With Mcc,,,,867,,,,,,,,,,,,,facility,Inpatient,min,,,15149.0,,Capitation,,
826,38007,827,DRG,Other Infectious And Parasitic Diseases Diagnoses With Cc,,,,868,,,,,,,,,,,,,facility,Inpatient,min,,,14827.0,,Capitation,,
827,38007,828,DRG,Other Infectious And Parasitic Diseases Diagnoses Without Cc/Mcc,,,,869,,,,,,,,,,,,,facility,Inpatient,min,,,13413.0,,Capitation,,
828,38007,829,DRG,Septicemia Or Severe Sepsis With Mv >96 Hours,,,,870,,,,,,,,,,,,,facility,Inpatient,min,,,47541.0,,Capitation,,
829,38007,830,DRG,Septicemia Or Severe Sepsis Without Mv >96 Hours With Mcc,,,,871,,,,,,,,,,,,,facility,Inpatient,min,,,6785.0,,Capitation,,
830,38007,831,DRG,Septicemia Or Severe Sepsis Without Mv >96 Hours Without Mcc,,,,872,,,,,,,,,,,,,facility,Inpatient,min,,,2748.0,,Capitation,,
831,38007,832,DRG,Acute Adjustment Reaction And Psychosocial Dysfunction,,,,880,,,,,,,,,,,,,facility,Inpatient,min,,,2137.0,,Capitation,,
832,38007,833,DRG,Depressive Neuroses,,,,881,,,,,,,,,,,,,facility,Inpatient,min,,,2337.0,,Capitation,,
833,38007,834,DRG,Neuroses Except Depressive,,,,882,,,,,,,,,,,,,facility,Inpatient,min,,,10142.0,,Capitation,,
834,38007,835,DRG,Disorders Of Personality And Impulse Control,,,,883,,,,,,,,,,,,,facility,Inpatient,min,,,8244.0,,Capitation,,
835,38007,836,DRG,Organic Disturbances And Intellectual Disability,,,,884,,,,,,,,,,,,,facility,Inpatient,min,,,3012.0,,Capitation,,
836,38007,837,DRG,Psychoses,,,,885,,,,,,,,,,,,,facility,Inpatient,min,,,3258.0,,Capitation,,
837,38007,838,DRG,Other Mental Disorder Diagnoses,,,,887,,,,,,,,,,,,,facility,Inpatient,min,,,6768.0,,Capitation,,
838,38007,839,DRG,"Alcohol, Drug Abuse Or Dependence, Left Ama",,,,894,,,,,,,,,,,,,facility,Inpatient,min,,,4611.0,,Capitation,,
839,38007,840,DRG,"Alcohol, Drug Abuse Or Dependence Without Rehabilitation Therapy With Mcc",,,,896,,,,,,,,,,,,,facility,Inpatient,min,,,5901.0,,Capitation,,
840,38007,841,DRG,"Alcohol, Drug Abuse Or Dependence Without Rehabilitation Therapy Without Mcc",,,,897,,,,,,,,,,,,,facility,Inpatient,min,,,5316.0,,Capitation,,
841,38007,842,DRG,Wound Debridements For Injuries With Mcc,,,,901,,,,,,,,,,,,,facility,Inpatient,min,,,34856.0,,Capitation,,
842,38007,843,DRG,Wound Debridements For Injuries With Cc,,,,902,,,,,,,,,,,,,facility,Inpatient,min,,,19727.0,,Capitation,,
843,38007,844,DRG,Wound Debridements For Injuries Without Cc/Mcc,,,,903,,,,,,,,,,,,,facility,Inpatient,min,,,4516.0,,Capitation,,
844,38007,845,DRG,Skin Grafts For Injuries With Cc/Mcc,,,,904,,,,,,,,,,,,,facility,Inpatient,min,,,47967.0,,Capitation,,
845,38007,846,DRG,Skin Grafts For Injuries Without Cc/Mcc,,,,905,,,,,,,,,,,,,facility,Inpatient,min,,,40824.0,,Capitation,,
846,38007,847,DRG,Hand Procedures For Injuries,,,,906,,,,,,,,,,,,,facility,Inpatient,min,,,9857.0,,Capitation,,
847,38007,848,DRG,Other O.R. Procedures For Injuries With Mcc,,,,907,,,,,,,,,,,,,facility,Inpatient,min,,,23829.0,,Capitation,,
848,38007,849,DRG,Other O.R. Procedures For Injuries With Cc,,,,908,,,,,,,,,,,,,facility,Inpatient,min,,,9572.0,,Capitation,,
849,38007,850,DRG,Other O.R. Procedures For Injuries Without Cc/Mcc,,,,909,,,,,,,,,,,,,facility,Inpatient,min,,,6079.0,,Capitation,,
850,38007,851,DRG,Traumatic Injury With Mcc,,,,913,,,,,,,,,,,,,facility,Inpatient,min,,,79662.0,,Capitation,,
851,38007,852,DRG,Traumatic Injury Without Mcc,,,,914,,,,,,,,,,,,,facility,Inpatient,min,,,39044.0,,Capitation,,
852,38007,853,DRG,Allergic Reactions With Mcc,,,,915,,,,,,,,,,,,,facility,Inpatient,min,,,7440.0,,Capitation,,
853,38007,854,DRG,Allergic Reactions Without Mcc,,,,916,,,,,,,,,,,,,facility,Inpatient,min,,,2871.0,,Capitation,,
854,38007,855,DRG,Poisoning And Toxic Effects Of Drugs With Mcc,,,,917,,,,,,,,,,,,,facility,Inpatient,min,,,3982.0,,Capitation,,
855,38007,856,DRG,Poisoning And Toxic Effects Of Drugs Without Mcc,,,,918,,,,,,,,,,,,,facility,Inpatient,min,,,2960.0,,Capitation,,
856,38007,857,DRG,Complications Of Treatment With Mcc,,,,919,,,,,,,,,,,,,facility,Inpatient,min,,,1896.0,,Capitation,,
857,38007,858,DRG,Complications Of Treatment With Cc,,,,920,,,,,,,,,,,,,facility,Inpatient,min,,,6497.0,,Capitation,,
858,38007,859,DRG,"Other Injury, Poisoning And Toxic Effect Diagnoses With Mcc",,,,922,,,,,,,,,,,,,facility,Inpatient,min,,,7654.0,,Capitation,,
859,38007,860,DRG,"Other Injury, Poisoning And Toxic Effect Diagnoses Without Mcc",,,,923,,,,,,,,,,,,,facility,Inpatient,min,,,3037.0,,Capitation,,
860,38007,861,DRG,Extensive Burns Or Full Thickness Burns With Mv >96 Hours With Skin Graft,,,,927,,,,,,,,,,,,,facility,Inpatient,min,,,36506.0,,Capitation,,
861,38007,862,DRG,Full Thickness Burn With Skin Graft Or Inhalation Injury With Cc/Mcc,,,,928,,,,,,,,,,,,,facility,Inpatient,min,,,21702.0,,Capitation,,
862,38007,863,DRG,Full Thickness Burn With Skin Graft Or Inhalation Injury Without Cc/Mcc,,,,929,,,,,,,,,,,,,facility,Inpatient,min,,,10020.0,,Capitation,,
863,38007,864,DRG,Extensive Burns Or Full Thickness Burns With Mv >96 Hours Without Skin Graft,,,,933,,,,,,,,,,,,,facility,Inpatient,min,,,5208.0,,Capitation,,
864,38007,865,DRG,Full Thickness Burn Without Skin Graft Or Inhalation Injury,,,,934,,,,,,,,,,,,,facility,Inpatient,min,,,3747.0,,Capitation,,
865,38007,866,DRG,Non-Extensive Burns,,,,935,,,,,,,,,,,,,facility,Inpatient,min,,,2639.0,,Capitation,,
866,38007,867,DRG,O.R. Procedures With Diagnoses Of Other Contact With Health Services With Cc,,,,940,,,,,,,,,,,,,facility,Inpatient,min,,,22744.0,,Capitation,,
867,38007,868,DRG,O.R. Procedures With Diagnoses Of Other Contact With Health Services Without Cc/Mcc,,,,941,,,,,,,,,,,,,facility,Inpatient,min,,,8482.0,,Capitation,,
868,38007,869,DRG,Signs And Symptoms With Mcc,,,,947,,,,,,,,,,,,,facility,Inpatient,min,,,14157.0,,Capitation,,
869,38007,870,DRG,Signs And Symptoms Without Mcc,,,,948,,,,,,,,,,,,,facility,Inpatient,min,,,6158.0,,Capitation,,
870,38007,871,DRG,Aftercare With Cc/Mcc,,,,949,,,,,,,,,,,,,facility,Inpatient,min,,,6365.0,,Capitation,,
871,38007,872,DRG,Aftercare Without Cc/Mcc,,,,950,,,,,,,,,,,,,facility,Inpatient,min,,,32281.0,,Capitation,,
872,38007,873,DRG,Other Factors Influencing Health Status,,,,951,,,,,,,,,,,,,facility,Inpatient,min,,,1390.0,,Capitation,,
873,38007,874,DRG,Craniotomy For Multiple Significant Trauma,,,,955,,,,,,,,,,,,,facility,Inpatient,min,,,59977.0,,Capitation,,
874,38007,875,DRG,"Limb Reattachment, Hip And Femur Procedures For Multiple Significant Trauma",,,,956,,,,,,,,,,,,,facility,Inpatient,min,,,34645.0,,Capitation,,
875,38007,876,DRG,Other O.R. Procedures For Multiple Significant Trauma With Mcc,,,,957,,,,,,,,,,,,,facility,Inpatient,min,,,21679.0,,Capitation,,
876,38007,877,DRG,Other O.R. Procedures For Multiple Significant Trauma With Cc,,,,958,,,,,,,,,,,,,facility,Inpatient,min,,,17283.0,,Capitation,,
877,38007,878,DRG,Other O.R. Procedures For Multiple Significant Trauma Without Cc/Mcc,,,,959,,,,,,,,,,,,,facility,Inpatient,min,,,15403.0,,Capitation,,
878,38007,879,DRG,Other Multiple Significant Trauma With Mcc,,,,963,,,,,,,,,,,,,facility,Inpatient,min,,,15810.0,,Capitation,,
879,38007,880,DRG,Other Multiple Significant Trauma With Cc,,,,964,,,,,,,,,,,,,facility,Inpatient,min,,,9065.0,,Capitation,,
880,38007,881,DRG,Other Multiple Significant Trauma Without Cc/Mcc,,,,965,,,,,,,,,,,,,facility,Inpatient,min,,,7838.0,,Capitation,,
881,38007,882,DRG,Hiv With Extensive O.R. Procedures With Mcc,,,,969,,,,,,,,,,,,,facility,Inpatient,min,,,38418.0,,Capitation,,
882,38007,883,DRG,Hiv With Extensive O.R. Procedures Without Mcc,,,,970,,,,,,,,,,,,,facility,Inpatient,min,,,30742.0,,Capitation,,
883,38007,884,DRG,Hiv With Major Related Condition With Mcc,,,,974,,,,,,,,,,,,,facility,Inpatient,min,,,6502.0,,Capitation,,
884,38007,885,DRG,Hiv With Major Related Condition With Cc,,,,975,,,,,,,,,,,,,facility,Inpatient,min,,,14270.0,,Capitation,,
885,38007,886,DRG,Hiv With Or Without Other Related Condition,,,,977,,,,,,,,,,,,,facility,Inpatient,min,,,10954.0,,Capitation,,
886,38007,887,DRG,Extensive O.R. Procedures Unrelated To Principal Diagnosis With Mcc,,,,981,,,,,,,,,,,,,facility,Inpatient,min,,,24978.0,,Capitation,,
887,38007,888,DRG,Extensive O.R. Procedures Unrelated To Principal Diagnosis With Cc,,,,982,,,,,,,,,,,,,facility,Inpatient,min,,,5582.0,,Capitation,,
888,38007,889,DRG,Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc,,,,983,,,,,,,,,,,,,facility,Inpatient,min,,,6443.0,,Capitation,,
889,38007,890,DRG,Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis With Mcc,,,,987,,,,,,,,,,,,,facility,Inpatient,min,,,28445.0,,Capitation,,
890,38007,891,DRG,Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis With Cc,,,,988,,,,,,,,,,,,,facility,Inpatient,min,,,10645.0,,Capitation,,
891,38007,892,DRG,Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc,,,,989,,,,,,,,,,,,,facility,Inpatient,min,,,10854.0,,Capitation,,
892,38007,893,DRG,Heart Transplant Or Implant Of Heart Assist System With Mcc,,,,001,,,,,,,,,,,,,facility,Inpatient,max,,,75517.0,,Capitation,,
893,38007,894,DRG,"Ecmo Or Tracheostomy With Mv >96 Hours Or Principal Diagnosis Except Face, Mouth And Neck With Major",,,,003,,,,,,,,,,,,,facility,Inpatient,max,,,1604043.0,,Capitation,,
894,38007,895,DRG,"Tracheostomy With Mv >96 Hours Or Principal Diagnosis Except Face, Mouth And Neck Without Major O.R.",,,,004,,,,,,,,,,,,,facility,Inpatient,max,,,749104.0,,Capitation,,
895,38007,896,DRG,"Tracheostomy For Face, Mouth And Neck Diagnoses Or Laryngectomy With Mcc",,,,011,,,,,,,,,,,,,facility,Inpatient,max,,,84709.0,,Capitation,,
896,38007,897,DRG,"Tracheostomy For Face, Mouth And Neck Diagnoses Or Laryngectomy With Cc",,,,012,,,,,,,,,,,,,facility,Inpatient,max,,,102148.0,,Capitation,,
897,38007,898,DRG,Intracranial Vascular Procedures With Principal Diagnosis Hemorrhage With Mcc,,,,020,,,,,,,,,,,,,facility,Inpatient,max,,,170304.0,,Capitation,,
898,38007,899,DRG,Intracranial Vascular Procedures With Principal Diagnosis Hemorrhage With Cc,,,,021,,,,,,,,,,,,,facility,Inpatient,max,,,69961.0,,Capitation,,
899,38007,900,DRG,Intracranial Vascular Procedures With Principal Diagnosis Hemorrhage Without Cc/Mcc,,,,022,,,,,,,,,,,,,facility,Inpatient,max,,,78628.0,,Capitation,,
900,38007,901,DRG,Craniotomy With Major Device Implant Or Acute Complex Cns Principal Diagnosis With Mcc Or Chemothera,,,,023,,,,,,,,,,,,,facility,Inpatient,max,,,258030.0,,Capitation,,
901,38007,902,DRG,Craniotomy With Major Device Implant Or Acute Complex Cns Principal Diagnosis Without Mcc,,,,024,,,,,,,,,,,,,facility,Inpatient,max,,,80238.0,,Capitation,,
902,38007,903,DRG,Craniotomy And Endovascular Intracranial Procedures With Mcc,,,,025,,,,,,,,,,,,,facility,Inpatient,max,,,266623.0,,Capitation,,
903,38007,904,DRG,Craniotomy And Endovascular Intracranial Procedures With Cc,,,,026,,,,,,,,,,,,,facility,Inpatient,max,,,66215.0,,Capitation,,
904,38007,905,DRG,Craniotomy And Endovascular Intracranial Procedures Without Cc/Mcc,,,,027,,,,,,,,,,,,,facility,Inpatient,max,,,54649.0,,Capitation,,
905,38007,906,DRG,Spinal Procedures With Mcc,,,,028,,,,,,,,,,,,,facility,Inpatient,max,,,143172.0,,Capitation,,
906,38007,907,DRG,Spinal Procedures With Cc Or Spinal Neurostimulators,,,,029,,,,,,,,,,,,,facility,Inpatient,max,,,164632.0,,Capitation,,
907,38007,908,DRG,Spinal Procedures Without Cc/Mcc,,,,030,,,,,,,,,,,,,facility,Inpatient,max,,,38265.0,,Capitation,,
908,38007,909,DRG,Ventricular Shunt Procedures With Mcc,,,,031,,,,,,,,,,,,,facility,Inpatient,max,,,14152.0,,Capitation,,
909,38007,910,DRG,Ventricular Shunt Procedures With Cc,,,,032,,,,,,,,,,,,,facility,Inpatient,max,,,41630.0,,Capitation,,
910,38007,911,DRG,Ventricular Shunt Procedures Without Cc/Mcc,,,,033,,,,,,,,,,,,,facility,Inpatient,max,,,27962.0,,Capitation,,
911,38007,912,DRG,Carotid Artery Stent Procedures With Cc,,,,035,,,,,,,,,,,,,facility,Inpatient,max,,,102575.0,,Capitation,,
912,38007,913,DRG,Carotid Artery Stent Procedures Without Cc/Mcc,,,,036,,,,,,,,,,,,,facility,Inpatient,max,,,19872.0,,Capitation,,
913,38007,914,DRG,Extracranial Procedures With Mcc,,,,037,,,,,,,,,,,,,facility,Inpatient,max,,,121757.0,,Capitation,,
914,38007,915,DRG,Extracranial Procedures With Cc,,,,038,,,,,,,,,,,,,facility,Inpatient,max,,,33378.0,,Capitation,,
915,38007,916,DRG,Extracranial Procedures Without Cc/Mcc,,,,039,,,,,,,,,,,,,facility,Inpatient,max,,,13085.0,,Capitation,,
916,38007,917,DRG,"Peripheral, Cranial Nerve And Other Nervous System Procedures With Mcc",,,,040,,,,,,,,,,,,,facility,Inpatient,max,,,62749.0,,Capitation,,
917,38007,918,DRG,"Peripheral, Cranial Nerve And Other Nervous System Procedures With Cc Or Peripheral Neurostimulator",,,,041,,,,,,,,,,,,,facility,Inpatient,max,,,56565.0,,Capitation,,
918,38007,919,DRG,"Peripheral, Cranial Nerve And Other Nervous System Procedures Without Cc/Mcc",,,,042,,,,,,,,,,,,,facility,Inpatient,max,,,32572.0,,Capitation,,
919,38007,920,DRG,Spinal Disorders And Injuries With Cc/Mcc,,,,052,,,,,,,,,,,,,facility,Inpatient,max,,,116374.0,,Capitation,,
920,38007,921,DRG,Spinal Disorders And Injuries Without Cc/Mcc,,,,053,,,,,,,,,,,,,facility,Inpatient,max,,,35747.0,,Capitation,,
921,38007,922,DRG,Nervous System Neoplasms With Mcc,,,,054,,,,,,,,,,,,,facility,Inpatient,max,,,60733.0,,Capitation,,
922,38007,923,DRG,Nervous System Neoplasms Without Mcc,,,,055,,,,,,,,,,,,,facility,Inpatient,max,,,16960.0,,Capitation,,
923,38007,924,DRG,Degenerative Nervous System Disorders With Mcc,,,,056,,,,,,,,,,,,,facility,Inpatient,max,,,38339.0,,Capitation,,
924,38007,925,DRG,Degenerative Nervous System Disorders Without Mcc,,,,057,,,,,,,,,,,,,facility,Inpatient,max,,,83114.0,,Capitation,,
925,38007,926,DRG,Multiple Sclerosis And Cerebellar Ataxia With Mcc,,,,058,,,,,,,,,,,,,facility,Inpatient,max,,,27269.0,,Capitation,,
926,38007,927,DRG,Multiple Sclerosis And Cerebellar Ataxia With Cc,,,,059,,,,,,,,,,,,,facility,Inpatient,max,,,18303.0,,Capitation,,
927,38007,928,DRG,Multiple Sclerosis And Cerebellar Ataxia Without Cc/Mcc,,,,060,,,,,,,,,,,,,facility,Inpatient,max,,,19848.0,,Capitation,,
928,38007,929,DRG,"Ischemic Stroke, Precerebral Occlusion Or Transient Ischemia With Thrombolytic Agent With Mcc",,,,061,,,,,,,,,,,,,facility,Inpatient,max,,,30405.0,,Capitation,,
929,38007,930,DRG,"Ischemic Stroke, Precerebral Occlusion Or Transient Ischemia With Thrombolytic Agent With Cc",,,,062,,,,,,,,,,,,,facility,Inpatient,max,,,32282.0,,Capitation,,
930,38007,931,DRG,"Ischemic Stroke, Precerebral Occlusion Or Transient Ischemia With Thrombolytic Agent Without Cc/Mcc",,,,063,,,,,,,,,,,,,facility,Inpatient,max,,,27759.0,,Capitation,,
931,38007,932,DRG,Intracranial Hemorrhage Or Cerebral Infarction With Mcc,,,,064,,,,,,,,,,,,,facility,Inpatient,max,,,49293.0,,Capitation,,
